customer_id,age,has_partner,dependents,tenure_months,contract_type,payment_method,paperless_billing,internet_service,online_security,tech_support,streaming_tv,monthly_charges,total_charges,days_since_last_login,login_frequency,usage_drop_rate,support_tickets,satisfaction_score,churn
CUST_007262,74,Yes,No,4,Month-to-month,Bank transfer,Yes,DSL,No,No,Yes,87.13,357.22,13,12,-19.7,2,2.0,1
CUST_007263,31,Yes,No,14,Two year,Bank transfer,Yes,Fiber optic,Yes,No,No,88.88,1220.7,7,11,21.7,2,3.0,0
CUST_007264,19,No,No,1,Month-to-month,Mailed check,No,DSL,Yes,No,Yes,46.27,46.91,8,15,0.6,0,3.0,0
CUST_007265,46,Yes,Yes,15,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,Yes,35.36,508.92,57,21,-8.0,1,2.0,1
CUST_007266,32,No,No,54,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,33.0,1814.85,6,16,12.6,1,4.0,0
CUST_007267,29,Yes,No,21,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,81.73,1656.98,5,14,-12.3,0,3.0,0
CUST_007268,54,No,No,13,Two year,Electronic check,Yes,Fiber optic,No,No,No,71.89,904.26,6,14,-20.8,0,5.0,0
CUST_007269,45,No,No,4,Month-to-month,Credit card,No,DSL,No,No,No,115.77,456.27,36,18,9.5,0,3.0,1
CUST_007270,37,No,No,5,Month-to-month,Electronic check,Yes,DSL,Yes,Yes,No,20.88,109.06,1,23,7.3,2,4.0,0
CUST_007271,56,No,No,1,Month-to-month,Mailed check,Yes,DSL,Yes,No,Yes,82.4,81.28,12,17,-27.8,0,5.0,0
CUST_007272,41,Yes,No,32,One year,Bank transfer,No,Fiber optic,No,Yes,Yes,36.91,1158.68,25,13,-13.8,0,2.0,0
CUST_007273,38,No,No,1,Month-to-month,Electronic check,Yes,DSL,No,No,Yes,82.09,80.26,9,15,22.8,2,2.0,1
CUST_007274,27,Yes,Yes,11,Month-to-month,Credit card,Yes,DSL,Yes,No,No,56.53,633.94,6,19,-10.4,1,2.0,0
CUST_007275,63,Yes,No,33,Month-to-month,Electronic check,No,Fiber optic,Yes,Yes,Yes,64.88,2230.59,6,17,29.1,3,4.0,0
CUST_007276,31,No,No,29,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,No,62.33,1792.63,1,11,-11.2,4,2.0,1
CUST_007277,54,Yes,Yes,20,Month-to-month,Electronic check,Yes,DSL,Yes,No,Yes,51.87,1045.2,10,18,27.8,0,4.0,0
CUST_007278,35,No,No,20,One year,Bank transfer,Yes,Fiber optic,Yes,No,No,86.12,1775.61,21,17,-14.1,2,3.0,0
CUST_007279,41,Yes,Yes,2,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,40.68,81.69,17,14,4.4,4,4.0,1
CUST_007280,31,No,No,4,Month-to-month,Electronic check,No,Fiber optic,Yes,No,Yes,64.08,260.42,6,21,19.0,2,3.0,0
CUST_007281,51,No,No,18,Month-to-month,Bank transfer,No,Fiber optic,Yes,No,No,72.6,1336.45,26,15,-2.5,0,4.0,0
CUST_007282,29,No,No,10,Month-to-month,Bank transfer,Yes,Fiber optic,No,Yes,Yes,43.75,454.91,2,12,4.5,0,3.0,0
CUST_007283,39,No,No,1,Month-to-month,Mailed check,Yes,DSL,No,No,Yes,56.47,55.22,22,14,-16.0,1,5.0,0
CUST_007284,73,No,No,38,One year,Bank transfer,Yes,Fiber optic,Yes,No,Yes,29.71,1077.93,25,10,-13.6,0,2.0,0
CUST_007285,23,No,No,25,Month-to-month,Credit card,No,Fiber optic,No,No,Yes,79.55,2082.5,20,19,4.7,0,5.0,0
CUST_007286,53,Yes,Yes,9,Month-to-month,Bank transfer,No,DSL,Yes,Yes,Yes,99.4,939.23,35,13,18.2,2,5.0,1
CUST_007287,62,No,No,2,One year,Credit card,Yes,Fiber optic,No,No,No,22.91,47.63,33,11,-29.4,0,4.0,0
CUST_007288,53,Yes,No,21,Two year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,48.79,1005.21,1,12,-31.3,0,3.0,0
CUST_007289,39,Yes,Yes,10,Month-to-month,Electronic check,No,Fiber optic,No,No,Yes,35.98,359.12,9,8,-34.5,3,2.0,1
CUST_007290,31,Yes,No,7,Month-to-month,Electronic check,Yes,Fiber optic,Yes,Yes,No,18.5,132.95,2,15,3.4,4,5.0,0
CUST_007291,33,Yes,Yes,30,One year,Electronic check,Yes,Fiber optic,No,No,No,55.34,1607.46,34,15,4.9,6,2.0,1
CUST_007292,53,No,No,9,One year,Electronic check,Yes,Fiber optic,Yes,Yes,Yes,18.5,173.33,9,19,-3.9,3,3.0,0
CUST_007293,73,No,No,3,One year,Mailed check,Yes,DSL,No,Yes,Yes,18.5,57.41,9,15,-32.2,3,1.0,0
CUST_007294,42,No,No,15,Month-to-month,Electronic check,No,DSL,Yes,Yes,No,70.57,1079.87,13,13,-2.5,0,2.0,0
CUST_007295,49,No,No,42,Two year,Mailed check,Yes,Fiber optic,Yes,No,Yes,69.74,3034.66,3,14,48.2,4,1.0,0
CUST_007296,50,Yes,Yes,45,Month-to-month,Mailed check,No,DSL,Yes,No,Yes,73.94,3345.45,12,17,18.1,5,5.0,0
CUST_007297,62,Yes,No,45,Two year,Bank transfer,Yes,Fiber optic,Yes,No,Yes,82.23,3559.28,6,19,-9.5,0,4.0,0
CUST_007298,53,Yes,Yes,13,One year,Mailed check,Yes,No,No internet service,No internet service,No internet service,108.39,1372.35,10,18,19.8,0,4.0,0
CUST_007299,37,No,No,37,Two year,Mailed check,No,DSL,No,No,Yes,18.5,690.7,30,17,10.7,10,3.0,0
CUST_007300,35,Yes,Yes,45,Two year,Mailed check,No,DSL,No,No,No,107.38,5059.32,50,19,-22.2,0,3.0,0
CUST_007301,55,No,No,14,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,205.39999999999998,1094.6,2,15,11.3,0,2.0,0
CUST_007302,20,No,No,9,One year,Bank transfer,No,DSL,No,No,No,62.63,572.57,7,13,-3.9,1,1.0,0
CUST_007303,40,No,No,29,Two year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,23.76,707.38,3,18,8.0,1,3.0,0
CUST_007304,49,No,No,56,Two year,Mailed check,Yes,No,No internet service,No internet service,No internet service,107.63,6243.29,18,17,53.8,1,1.0,0
CUST_007305,62,No,No,72,One year,Electronic check,No,No,No internet service,No internet service,No internet service,84.47,6354.07,3,19,-31.6,0,4.0,0
CUST_007306,33,Yes,Yes,8,Month-to-month,Credit card,Yes,Fiber optic,No,No,No,64.53,495.91,5,16,-6.3,0,5.0,0
CUST_007307,22,Yes,Yes,72,One year,Bank transfer,No,Fiber optic,Yes,No,Yes,96.94,6754.35,12,16,9.9,2,1.0,0
CUST_007308,21,No,No,16,Month-to-month,Bank transfer,Yes,DSL,No,No,No,52.72,811.69,6,12,-53.7,2,3.0,0
CUST_007309,38,No,No,8,Month-to-month,Electronic check,Yes,Fiber optic,Yes,Yes,No,61.36,508.94,8,22,-2.0,10,3.0,1
CUST_007310,57,No,No,72,Month-to-month,Electronic check,No,DSL,Yes,No,No,47.73,3310.01,1,14,20.5,2,3.0,0
CUST_007311,68,Yes,Yes,50,Two year,Electronic check,Yes,DSL,No,Yes,Yes,53.7,2559.35,8,14,56.3,0,5.0,0
CUST_007312,31,No,No,28,One year,Mailed check,No,DSL,No,No,No,45.82,1221.26,9,20,-54.8,4,2.0,0
CUST_007313,56,Yes,No,54,Two year,Credit card,Yes,No,No internet service,No internet service,No internet service,97.58,5222.04,20,21,0.1,0,5.0,0
CUST_007314,48,Yes,Yes,27,Month-to-month,Credit card,Yes,DSL,Yes,No,Yes,18.5,505.12,7,11,-49.2,5,2.0,1
CUST_007315,31,Yes,Yes,13,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,60.66,767.14,4,20,29.0,0,3.0,0
CUST_007316,23,Yes,No,70,Month-to-month,Bank transfer,No,DSL,No,No,No,37.3,2556.01,35,20,-11.3,2,,0
CUST_007317,29,Yes,No,72,One year,Electronic check,No,DSL,No,No,Yes,65.34,4524.37,6,17,7.9,1,4.0,0
CUST_007318,33,Yes,Yes,9,One year,Mailed check,No,DSL,No,No,No,84.2,754.8,2,18,29.4,0,3.0,0
CUST_007319,34,No,No,10,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,No,Yes,49.39,493.86,21,15,52.2,3,5.0,1
CUST_007320,62,No,No,11,Month-to-month,Bank transfer,Yes,DSL,No,No,Yes,89.22,997.94,2,7,24.2,0,3.0,0
CUST_007321,40,No,No,41,One year,Mailed check,No,No,No internet service,No internet service,No internet service,53.42,2200.43,8,14,-27.5,0,2.0,0
CUST_007322,31,Yes,No,37,Two year,Mailed check,Yes,DSL,No,Yes,No,85.31,,25,9,4.0,0,2.0,0
CUST_007323,24,No,No,72,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,No,No,116.6,8713.14,19,14,0.7,0,1.0,0
CUST_007324,63,Yes,Yes,15,Two year,Credit card,Yes,DSL,Yes,No,No,100.41,1481.93,14,14,38.4,6,,0
CUST_007325,49,Yes,Yes,32,One year,Bank transfer,No,No,No internet service,No internet service,No internet service,96.48,3149.3,10,20,10.8,3,3.0,0
CUST_007326,32,No,No,46,Two year,Credit card,Yes,DSL,No,No,No,84.97,3991.75,22,12,34.1,0,4.0,0
CUST_007327,61,Yes,No,6,Month-to-month,Credit card,No,DSL,No,Yes,No,81.74,471.33,1,20,47.3,9,1.0,1
CUST_007328,34,No,No,23,Month-to-month,Mailed check,Yes,DSL,No,No,Yes,80.42,1855.76,44,18,-34.2,4,3.0,1
CUST_007329,58,No,No,19,One year,Bank transfer,No,Fiber optic,Yes,No,No,47.61,896.99,1,21,-45.5,3,1.0,0
CUST_007330,71,No,No,32,Month-to-month,Mailed check,No,Fiber optic,No,Yes,No,42.83,1422.58,9,15,59.7,0,4.0,0
CUST_007331,64,No,No,28,Two year,Bank transfer,No,DSL,Yes,No,Yes,31.88,883.13,3,16,16.6,0,,0
CUST_007332,61,No,No,40,Two year,Credit card,Yes,DSL,Yes,No,Yes,76.33,2935.06,27,12,12.7,1,5.0,0
CUST_007333,51,Yes,Yes,8,Month-to-month,Electronic check,No,DSL,Yes,No,Yes,34.87,289.53,29,19,17.2,2,4.0,0
CUST_007334,22,No,No,5,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,74.69,388.12,4,18,-2.4,0,3.0,0
CUST_007335,62,Yes,Yes,39,Two year,Bank transfer,Yes,DSL,Yes,No,Yes,100.76,4018.46,37,15,-38.1,4,3.0,0
CUST_007336,44,No,No,10,One year,Electronic check,No,Fiber optic,No,Yes,No,71.77,723.41,15,9,-46.2,0,4.0,0
CUST_007337,69,No,No,8,Month-to-month,Electronic check,No,Fiber optic,Yes,No,Yes,63.69,525.65,28,22,0.1,0,4.0,0
CUST_007338,40,Yes,Yes,9,Month-to-month,Credit card,No,No,No internet service,No internet service,No internet service,75.67,657.61,13,15,2.8,0,3.0,0
CUST_007339,57,No,No,1,One year,Electronic check,No,Fiber optic,No,Yes,No,94.09,95.77,51,15,6.7,0,3.0,0
CUST_007340,31,Yes,Yes,35,Month-to-month,Electronic check,Yes,Fiber optic,No,No,No,51.5,1742.02,5,20,-5.6,0,4.0,0
CUST_007341,32,Yes,Yes,30,Month-to-month,Electronic check,No,Fiber optic,No,No,No,56.17,1729.34,2,13,20.7,1,2.0,0
CUST_007342,60,No,No,19,Month-to-month,Mailed check,No,Fiber optic,Yes,Yes,Yes,23.05,422.06,16,20,11.5,0,1.0,0
CUST_007343,50,Yes,No,30,Two year,Mailed check,Yes,Fiber optic,No,Yes,No,78.91,2421.38,10,15,-71.1,3,3.0,0
CUST_007344,70,Yes,Yes,11,Month-to-month,Bank transfer,Yes,DSL,Yes,Yes,No,49.54,524.13,21,17,4.7,0,4.0,0
CUST_007345,48,Yes,Yes,8,Month-to-month,Electronic check,No,Fiber optic,Yes,No,Yes,110.33,908.15,9,15,64.9,0,3.0,1
CUST_007346,52,No,No,47,Two year,Bank transfer,Yes,DSL,No,No,No,29.36,1332.71,30,21,18.6,1,3.0,0
CUST_007347,34,Yes,No,13,One year,Mailed check,Yes,Fiber optic,No,No,Yes,60.73,784.41,9,17,-29.5,1,3.0,0
CUST_007348,45,Yes,Yes,5,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,69.12,358.25,23,16,-24.0,4,4.0,1
CUST_007349,36,No,No,33,Two year,Credit card,No,Fiber optic,Yes,Yes,No,82.51,2787.91,21,15,-32.8,0,3.0,0
CUST_007350,63,Yes,No,9,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,No internet service,79.09,737.3,5,11,5.8,1,1.0,1
CUST_007351,71,Yes,Yes,5,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,Yes,Yes,119.68,607.65,12,13,-32.5,0,4.0,0
CUST_007352,40,No,No,1,One year,Credit card,Yes,Fiber optic,No,No,Yes,102.2,101.0,5,18,2.0,1,4.0,0
CUST_007353,49,No,No,72,Month-to-month,Mailed check,No,DSL,No,Yes,No,47.53,3369.98,10,19,10.9,0,3.0,0
CUST_007354,57,No,No,15,Two year,Credit card,Yes,DSL,No,No,Yes,84.68,1225.1,15,12,16.5,1,2.0,0
CUST_007355,30,Yes,No,4,Month-to-month,Electronic check,No,Fiber optic,No,No,No,78.98,314.05,19,13,-29.0,0,1.0,1
CUST_007356,37,No,No,34,One year,Electronic check,No,DSL,No,Yes,No,46.33,1638.27,13,11,-38.6,1,4.0,0
CUST_007357,52,No,No,52,Two year,Bank transfer,Yes,Fiber optic,Yes,No,No,90.33,4823.34,41,14,7.4,3,2.0,0
CUST_007358,22,Yes,Yes,18,Month-to-month,Electronic check,Yes,Fiber optic,No,No,Yes,64.42,1105.81,6,15,2.0,0,1.0,0
CUST_007359,26,Yes,No,1,Month-to-month,Mailed check,No,Fiber optic,No,No,Yes,59.07,57.25,7,13,0.3,2,2.0,1
CUST_007360,46,No,No,10,One year,Electronic check,No,DSL,No,Yes,Yes,31.75,322.75,10,22,-6.0,2,2.0,0
CUST_007361,23,No,No,6,Month-to-month,Bank transfer,Yes,DSL,Yes,No,Yes,31.89,185.98,12,14,14.3,1,,0
CUST_007362,42,No,No,24,Month-to-month,Credit card,Yes,DSL,No,Yes,No,89.32,2123.96,9,15,-17.2,0,3.0,0
CUST_007363,48,No,No,17,One year,Electronic check,Yes,Fiber optic,No,Yes,No,60.21,1066.83,5,18,-42.0,3,3.0,0
CUST_007364,39,No,No,10,Month-to-month,Mailed check,Yes,DSL,No,No,No,95.34,994.16,3,13,-8.1,4,3.0,0
CUST_007365,19,No,No,25,Month-to-month,Bank transfer,No,Fiber optic,No,No,Yes,58.08,1417.61,14,21,5.0,0,4.0,0
CUST_007366,62,Yes,No,21,Two year,Mailed check,No,No,No internet service,No internet service,No internet service,54.65,1157.26,30,13,5.6,0,3.0,0
CUST_007367,22,Yes,Yes,56,Two year,Electronic check,Yes,Fiber optic,No,No,Yes,106.6,6089.9,25,15,-28.6,2,4.0,0
CUST_007368,44,No,No,21,Two year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,86.57,1766.6,11,20,23.1,0,2.0,0
CUST_007369,42,No,No,17,Two year,Electronic check,Yes,Fiber optic,No,No,Yes,43.54,709.75,4,21,29.0,1,5.0,0
CUST_007370,25,No,No,41,Month-to-month,Mailed check,Yes,DSL,No,Yes,No,77.67,3129.57,35,15,27.3,0,2.0,0
CUST_007371,72,No,No,5,One year,Credit card,Yes,Fiber optic,Yes,No,Yes,57.06,298.37,7,14,19.1,0,4.0,0
CUST_007372,18,No,No,6,One year,Mailed check,No,DSL,Yes,Yes,Yes,70.21,435.6,2,25,37.8,0,5.0,0
CUST_007373,37,Yes,Yes,36,Month-to-month,Credit card,No,DSL,No,Yes,Yes,40.42,1398.81,14,13,-38.7,1,1.0,0
CUST_007374,61,No,No,14,Two year,Credit card,Yes,DSL,No,Yes,No,82.5,1198.43,31,10,-14.4,1,2.0,0
CUST_007375,40,Yes,No,12,Month-to-month,Electronic check,No,DSL,No,No,No,80.18,977.73,3,14,26.9,0,4.0,0
CUST_007376,49,Yes,No,52,Two year,Bank transfer,No,Fiber optic,No,No,Yes,52.82,2745.01,10,13,37.6,6,2.0,0
CUST_007377,28,Yes,No,22,Two year,Credit card,No,Fiber optic,No,No,Yes,69.91,1543.21,15,19,42.7,3,3.0,0
CUST_007378,56,No,No,38,One year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,66.68,2594.52,2,25,-15.4,4,4.0,0
CUST_007379,64,No,No,39,One year,Credit card,No,DSL,Yes,No,Yes,71.82,2801.41,6,12,-0.1,2,,0
CUST_007380,71,Yes,No,3,Month-to-month,Mailed check,No,No,No internet service,No internet service,No internet service,51.51,154.91,13,8,-24.2,4,2.0,1
CUST_007381,41,Yes,Yes,25,Month-to-month,Bank transfer,No,Fiber optic,Yes,Yes,Yes,63.4,1558.03,32,14,15.5,2,3.0,0
CUST_007382,28,No,No,72,Month-to-month,Electronic check,Yes,Fiber optic,No,No,Yes,94.42,6972.72,4,15,-67.4,0,1.0,0
CUST_007383,46,No,No,15,Two year,Credit card,Yes,Fiber optic,No,No,No,69.26,1021.27,1,20,-14.0,10,1.0,1
CUST_007384,71,No,No,31,One year,Bank transfer,No,DSL,Yes,No,No,52.31,1683.08,14,15,27.6,6,2.0,0
CUST_007385,43,No,No,20,Two year,Mailed check,No,Fiber optic,No,No,No,79.02,1622.17,7,18,27.4,0,4.0,0
CUST_007386,33,No,No,5,Month-to-month,Mailed check,No,Fiber optic,Yes,No,Yes,68.84,343.56,30,26,-16.9,1,3.0,0
CUST_007387,52,Yes,Yes,5,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,Yes,69.37,349.45,4,13,-5.2,1,4.0,0
CUST_007388,37,Yes,Yes,13,One year,Bank transfer,No,No,No internet service,No internet service,No internet service,97.2,1319.65,1,9,-20.1,1,,0
CUST_007389,63,Yes,No,15,Month-to-month,Electronic check,No,DSL,No,No,Yes,63.53,952.69,14,18,-4.9,0,2.0,0
CUST_007390,20,No,No,16,Month-to-month,Credit card,Yes,Fiber optic,No,No,Yes,88.1,1448.28,35,12,-14.2,3,2.0,1
CUST_007391,18,Yes,No,72,Two year,Mailed check,Yes,DSL,No,Yes,No,98.95,6900.39,10,17,-32.8,1,4.0,0
CUST_007392,70,No,No,2,One year,Electronic check,Yes,Fiber optic,Yes,No,Yes,87.27,170.96,8,19,8.5,2,4.0,0
CUST_007393,64,Yes,No,11,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,No,No,92.64,981.3,4,23,-7.5,1,3.0,0
CUST_007394,18,Yes,No,17,Month-to-month,Credit card,Yes,DSL,Yes,Yes,Yes,69.23,1163.36,2,15,-12.4,4,1.0,1
CUST_007395,34,Yes,No,72,Two year,Electronic check,Yes,DSL,No,No,No,45.84,3442.65,22,22,30.6,0,5.0,0
CUST_007396,19,Yes,Yes,16,Month-to-month,Electronic check,No,Fiber optic,No,No,Yes,83.76,1280.99,5,16,-40.7,2,1.0,1
CUST_007397,46,Yes,Yes,35,Month-to-month,Mailed check,Yes,Fiber optic,Yes,Yes,Yes,72.91,2612.35,2,19,28.9,0,4.0,0
CUST_007398,37,No,No,33,Two year,Bank transfer,Yes,Fiber optic,No,Yes,Yes,43.3,1478.34,7,18,-8.8,9,1.0,0
CUST_007399,23,Yes,Yes,20,Month-to-month,Bank transfer,No,DSL,No,No,Yes,115.08,2307.19,19,11,24.4,1,,1
CUST_007400,25,No,No,3,Month-to-month,Mailed check,Yes,DSL,No,No,Yes,43.06,132.0,8,10,-33.0,0,4.0,0
CUST_007401,46,Yes,No,5,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,61.75,321.59,6,19,4.1,6,4.0,1
CUST_007402,65,No,No,6,Month-to-month,Electronic check,Yes,Fiber optic,No,No,Yes,85.18,517.71,4,11,-7.3,4,1.0,1
CUST_007403,68,No,No,1,Month-to-month,Credit card,No,DSL,No,Yes,Yes,59.57,62.07,9,13,-24.7,3,3.0,1
CUST_007404,50,No,No,11,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,Yes,37.18,399.12,11,11,-20.8,2,3.0,0
CUST_007405,20,Yes,No,22,Two year,Electronic check,Yes,DSL,No,Yes,No,56.99,1193.35,1,13,7.6,1,4.0,0
CUST_007406,52,Yes,Yes,3,Month-to-month,Electronic check,Yes,Fiber optic,No,No,Yes,70.25,203.88,9,14,-6.5,1,3.0,1
CUST_007407,22,No,No,4,Month-to-month,Credit card,Yes,Fiber optic,Yes,No,No,50.24,209.76,2,12,10.9,0,3.0,0
CUST_007408,44,Yes,No,29,Two year,Mailed check,No,No,No internet service,No internet service,No internet service,44.46,1287.22,6,14,11.8,4,3.0,0
CUST_007409,61,No,No,4,One year,Mailed check,Yes,Fiber optic,Yes,No,Yes,85.88,342.37,9,16,4.4,1,2.0,0
CUST_007410,29,Yes,No,3,Month-to-month,Mailed check,No,Fiber optic,Yes,Yes,No,62.82,195.02,8,15,-0.5,0,2.0,0
CUST_007411,37,No,No,72,One year,Bank transfer,No,DSL,No,No,Yes,80.5,5978.57,1,12,18.6,0,4.0,0
CUST_007412,62,Yes,No,1,Month-to-month,Mailed check,No,Fiber optic,Yes,No,No,98.18,97.73,5,21,4.5,1,4.0,0
CUST_007413,37,No,No,9,Month-to-month,Credit card,Yes,Fiber optic,No,No,Yes,70.23,647.36,6,18,-1.4,2,3.0,0
CUST_007414,26,No,No,1,Two year,Electronic check,Yes,No,No internet service,No internet service,No internet service,69.2,69.26,8,18,-17.5,3,2.0,0
CUST_007415,56,Yes,Yes,43,Two year,Mailed check,Yes,Fiber optic,No,Yes,Yes,106.73,4511.63,18,13,2.6,1,4.0,0
CUST_007416,21,Yes,Yes,21,One year,Mailed check,No,Fiber optic,No,No,Yes,58.53,1220.04,1,16,-44.8,0,4.0,0
CUST_007417,68,Yes,No,1,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,Yes,66.5,67.77,10,18,16.5,2,3.0,1
CUST_007418,71,No,No,22,Month-to-month,Credit card,Yes,Fiber optic,Yes,Yes,No,84.94,1824.36,17,18,3.0,0,2.0,0
CUST_007419,36,Yes,No,3,Month-to-month,Electronic check,No,No,No internet service,No internet service,No internet service,115.69,335.37,5,12,12.6,3,4.0,1
CUST_007420,55,Yes,No,16,One year,Credit card,Yes,Fiber optic,No,No,No,56.89,887.02,6,14,4.9,2,3.0,0
CUST_007421,44,No,No,26,Two year,Credit card,No,DSL,No,Yes,No,108.71,2936.52,10,16,3.4,0,2.0,0
CUST_007422,62,Yes,No,3,Month-to-month,Credit card,No,DSL,No,No,Yes,54.18,164.37,49,12,-24.2,0,3.0,0
CUST_007423,60,Yes,Yes,16,One year,Electronic check,No,DSL,Yes,No,Yes,41.0,643.97,1,9,-13.9,6,2.0,0
CUST_007424,30,Yes,Yes,14,Month-to-month,Credit card,No,No,No internet service,No internet service,No internet service,57.78,817.85,9,9,-14.7,0,3.0,0
CUST_007425,30,No,No,59,Two year,Credit card,Yes,Fiber optic,No,No,No,73.4,4480.38,6,18,22.8,5,4.0,0
CUST_007426,74,No,No,72,Two year,Bank transfer,Yes,DSL,Yes,No,Yes,80.43,5734.5,15,18,-13.7,0,2.0,0
CUST_007427,39,Yes,No,25,Two year,Electronic check,Yes,Fiber optic,No,No,Yes,60.22,1458.13,1,24,-6.5,4,5.0,0
CUST_007428,45,No,No,46,One year,Mailed check,No,DSL,Yes,No,Yes,103.33,4635.65,6,21,4.5,0,1.0,0
CUST_007429,69,Yes,Yes,24,Month-to-month,Credit card,Yes,Fiber optic,No,Yes,No,55.3,1359.22,1,18,10.5,3,3.0,0
CUST_007430,64,Yes,No,50,One year,Mailed check,Yes,No,No internet service,No internet service,No internet service,95.97,4671.07,9,17,-4.0,3,2.0,0
CUST_007431,70,No,No,13,One year,Mailed check,Yes,Fiber optic,No,No,Yes,43.97,560.38,2,12,1.0,4,4.0,0
CUST_007432,62,Yes,No,22,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,Yes,80.92,1854.63,22,19,-34.2,1,5.0,0
CUST_007433,39,No,No,44,Two year,Electronic check,No,Fiber optic,Yes,No,Yes,70.22,3123.5,24,25,-27.4,0,3.0,0
CUST_007434,60,No,No,60,Two year,Mailed check,Yes,DSL,No,Yes,No,51.48,2968.32,17,14,13.0,0,1.0,0
CUST_007435,36,No,No,1,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,30.03,30.91,2,19,15.4,0,2.0,0
CUST_007436,25,Yes,No,2,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,54.15,105.34,4,19,-6.1,0,4.0,0
CUST_007437,69,Yes,No,64,Two year,Credit card,Yes,No,No internet service,No internet service,No internet service,90.95,5808.56,1,14,11.1,0,1.0,0
CUST_007438,25,No,No,20,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,Yes,No,52.95,1007.31,17,13,3.0,6,2.0,1
CUST_007439,59,Yes,No,72,Month-to-month,Credit card,No,No,No internet service,No internet service,No internet service,61.13,,24,7,-24.4,5,2.0,1
CUST_007440,43,No,No,37,Two year,Bank transfer,No,DSL,Yes,No,No,32.91,1257.74,10,20,-6.9,3,5.0,0
CUST_007441,65,Yes,Yes,40,Two year,Electronic check,No,Fiber optic,Yes,Yes,Yes,27.54,1154.98,28,19,6.8,4,5.0,0
CUST_007442,68,Yes,No,11,Two year,Credit card,No,Fiber optic,No,Yes,Yes,56.26,627.39,1,18,-35.6,0,4.0,0
CUST_007443,43,Yes,Yes,7,Month-to-month,Bank transfer,Yes,Fiber optic,No,Yes,No,64.42,462.91,10,18,-5.5,1,1.0,1
CUST_007444,40,No,No,21,Two year,Electronic check,No,Fiber optic,No,No,No,29.69,599.79,18,13,7.4,4,2.0,0
CUST_007445,60,No,No,50,One year,Bank transfer,No,Fiber optic,No,No,Yes,101.69,5012.34,22,12,-33.9,4,1.0,0
CUST_007446,30,Yes,Yes,31,Month-to-month,Mailed check,Yes,DSL,Yes,Yes,No,59.18,1805.25,2,13,18.1,1,1.0,0
CUST_007447,45,No,No,15,One year,Credit card,Yes,Fiber optic,No,No,No,18.5,266.56,6,13,-26.2,0,3.0,0
CUST_007448,26,Yes,Yes,33,Two year,Electronic check,Yes,DSL,Yes,No,No,57.04,1852.11,1,20,-15.9,1,3.0,0
CUST_007449,37,Yes,No,28,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,Yes,86.08,2445.51,12,17,-20.8,2,4.0,0
CUST_007450,73,No,No,58,One year,Electronic check,Yes,No,No internet service,No internet service,No internet service,64.03,3601.39,5,15,11.1,0,4.0,0
CUST_007451,36,No,No,7,Month-to-month,Electronic check,No,Fiber optic,No,Yes,Yes,91.1,623.84,33,12,29.8,0,2.0,1
CUST_007452,65,Yes,No,3,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,96.2,283.58,5,16,-21.2,3,3.0,1
CUST_007453,56,Yes,No,15,Two year,Electronic check,No,Fiber optic,Yes,No,No,18.5,289.8,9,13,-10.0,0,5.0,0
CUST_007454,68,No,No,10,Month-to-month,Mailed check,Yes,Fiber optic,Yes,Yes,No,41.48,426.51,3,14,1.4,2,4.0,0
CUST_007455,29,No,No,72,Two year,Mailed check,No,No,No internet service,No internet service,No internet service,80.99,5616.66,6,14,-6.2,0,3.0,0
CUST_007456,32,No,No,1,Month-to-month,Bank transfer,No,Fiber optic,No,No,No,100.81,104.98,34,15,-30.9,0,,1
CUST_007457,48,Yes,Yes,65,Two year,Mailed check,Yes,No,No internet service,No internet service,No internet service,95.03,6353.77,20,11,-3.0,2,2.0,0
